1	93024.0	B
2	119952.0	B
3	128778.0	B
4	132722.0	B
5	135066.0	B
6	136316.0	B
7	137180.0	B
8	137802.0	B
9	138286.0	B
10	138446.0	B
11	138810.0	B
12	138824.0	B
13	139008.0	B
14	138956.0	B
15	139056.0	B
16	139214.0	B
17	139192.0	B
18	139190.0	B
19	139146.0	B
20	139292.0	B
21	139278.0	B
22	139256.0	B
23	139352.0	B
24	139370.0	B
25	139460.0	B
26	139448.0	B
27	139342.0	B
28	139308.0	B
29	139436.0	B
30	139402.0	B
31	139394.0	B
32	139416.0	B
33	139362.0	B
34	139406.0	B
35	139450.0	B
36	139376.0	B
37	139326.0	B
38	139418.0	B
39	139452.0	B
40	139326.0	B
41	139348.0	B
42	139430.0	B
43	139452.0	B
44	139360.0	B
45	139474.0	B
46	139376.0	B
47	139382.0	B
48	139408.0	B
49	139392.0	B
50	139430.0	B
51	139430.0	B
52	139466.0	B
53	139470.0	B
54	139438.0	B
55	139414.0	B
56	139402.0	B
57	139464.0	B
58	139466.0	B
59	139426.0	B
60	139416.0	B
61	139498.0	B
62	139428.0	B
63	139448.0	B
64	139436.0	B
65	139494.0	B
66	139492.0	B
67	139468.0	B
68	139424.0	B
69	139442.0	B
70	139402.0	B
71	139294.0	B
72	139440.0	B
73	139420.0	B
74	139458.0	B
75	139384.0	B
76	139454.0	B
77	139412.0	B
78	139416.0	B
79	139466.0	B
80	139374.0	B
81	139326.0	B
82	139358.0	B
83	139394.0	B
84	139422.0	B
85	139456.0	B
86	139374.0	B
87	139446.0	B
88	139330.0	B
89	139436.0	B
90	139394.0	B
91	139446.0	B
92	139510.0	B
93	139452.0	B
94	139502.0	B
95	139460.0	B
96	139424.0	B
97	139410.0	B
98	139406.0	B
99	139458.0	B
100	139364.0	B
101	139310.0	S
102	139428.0	S
103	139406.0	S
104	139334.0	S
105	139388.0	S
106	139514.0	S
107	139436.0	S
108	139386.0	S
109	139384.0	S
110	139442.0	S
111	139456.0	S
112	139524.0	S
113	139400.0	S
114	139460.0	S
115	139550.0	S
116	139462.0	S
117	139416.0	S
118	139530.0	S
119	139438.0	S
120	139420.0	S
121	139394.0	S
122	139494.0	S
123	139502.0	S
124	139516.0	S
125	139444.0	S
126	139452.0	S
127	139378.0	S
128	139444.0	S
129	139532.0	S
130	139472.0	S
131	139360.0	S
132	139514.0	S
133	139512.0	S
134	139398.0	S
135	139424.0	S
136	139412.0	S
137	139418.0	S
138	139414.0	S
139	139370.0	S
140	139504.0	S
141	139414.0	S
142	139432.0	S
143	139394.0	S
144	139360.0	S
145	139484.0	S
146	139378.0	S
147	139414.0	S
148	139428.0	S
149	139412.0	S
150	139432.0	S
151	139506.0	S
152	139522.0	S
153	139500.0	S
154	139404.0	S
155	139390.0	S
156	139464.0	S
157	139440.0	S
158	139488.0	S
159	139422.0	S
160	139388.0	S
161	139410.0	S
162	139426.0	S
163	139504.0	S
164	139460.0	S
165	139452.0	S
166	139538.0	S
167	139424.0	S
168	139416.0	S
169	139374.0	S
170	139444.0	S
171	139436.0	S
172	139456.0	S
173	139502.0	S
174	139446.0	S
175	139480.0	S
176	139374.0	S
177	139428.0	S
178	139400.0	S
179	139362.0	S
180	139386.0	S
181	139472.0	S
182	139496.0	S
183	139474.0	S
184	139566.0	S
185	139462.0	S
186	139426.0	S
187	139472.0	S
188	139528.0	S
189	139440.0	S
190	139416.0	S
191	139436.0	S
192	139460.0	S
193	139434.0	S
194	139494.0	S
195	139512.0	S
196	139384.0	S
197	139492.0	S
198	139360.0	S
199	139522.0	S
200	139434.0	S
201	139516.0	S
202	139486.0	S
203	139526.0	S
204	139514.0	S
205	139376.0	S
206	139486.0	S
207	139550.0	S
208	139476.0	S
209	139424.0	S
210	139488.0	S
211	139538.0	S
212	139462.0	S
213	139452.0	S
214	139520.0	S
215	139508.0	S
216	139508.0	S
217	139466.0	S
218	139378.0	S
219	139408.0	S
220	139484.0	S
221	139400.0	S
222	139406.0	S
223	139386.0	S
224	139438.0	S
225	139464.0	S
226	139488.0	S
227	139466.0	S
228	139448.0	S
229	139470.0	S
230	139564.0	S
231	139408.0	S
232	139498.0	S
233	139508.0	S
234	139470.0	S
235	139430.0	S
236	139450.0	S
237	139334.0	S
238	139406.0	S
239	139478.0	S
240	139532.0	S
241	139452.0	S
242	139478.0	S
243	139476.0	S
244	139548.0	S
245	139482.0	S
246	139428.0	S
247	139456.0	S
248	139390.0	S
249	139402.0	S
250	139478.0	S
251	139450.0	S
252	139478.0	S
253	139596.0	S
254	139532.0	S
255	139466.0	S
256	139482.0	S
257	139484.0	S
258	139468.0	S
259	139472.0	S
260	139504.0	S
261	139500.0	S
262	139396.0	S
263	139364.0	S
264	139462.0	S
265	139468.0	S
266	139502.0	S
267	139540.0	S
268	139390.0	S
269	139380.0	S
270	139434.0	S
271	139542.0	S
272	139456.0	S
273	139476.0	S
274	139510.0	S
275	139474.0	S
276	139442.0	S
277	139438.0	S
278	139364.0	S
279	139456.0	S
280	139436.0	S
281	139456.0	S
282	139470.0	S
283	139468.0	S
284	139518.0	S
285	139498.0	S
286	139426.0	S
287	139506.0	S
288	139466.0	S
289	139428.0	S
290	139468.0	S
291	139548.0	S
292	139516.0	S
293	139486.0	S
294	139480.0	S
295	139456.0	S
296	139468.0	S
297	139430.0	S
298	139556.0	S
299	139492.0	S
300	139518.0	S
301	139478.0	S
302	139404.0	S
303	139420.0	S
304	139508.0	S
305	139486.0	S
306	139472.0	S
307	139466.0	S
308	139356.0	S
309	139434.0	S
310	139490.0	S
311	139494.0	S
312	139512.0	S
313	139494.0	S
314	139494.0	S
315	139526.0	S
316	139488.0	S
317	139342.0	S
318	139502.0	S
319	139424.0	S
320	139440.0	S
321	139496.0	S
322	139444.0	S
323	139456.0	S
324	139548.0	S
325	139476.0	S
326	139486.0	S
327	139542.0	S
328	139488.0	S
329	139382.0	S
330	139430.0	S
331	139480.0	S
332	139508.0	S
333	139530.0	S
334	139468.0	S
335	139376.0	S
336	139470.0	S
337	139476.0	S
338	139444.0	S
339	139546.0	S
340	139492.0	S
341	139508.0	S
342	139436.0	S
343	139452.0	S
344	139440.0	S
345	139428.0	S
346	139484.0	S
347	139424.0	S
348	139438.0	S
349	139432.0	S
350	139368.0	S
351	139314.0	S
352	139384.0	S
353	139438.0	S
354	139394.0	S
355	139490.0	S
356	139388.0	S
357	139440.0	S
